ALEKO,,,,
R18 SEDAN y BREAK motor 1.6L,H2125,Z5105,J3249,
R18. 21 NEVADA SAFRANE,,,J3478 (PA),
R19 motor 1.8ie 16V Williams,H2157,,J3113,
R19 diesel,H2120,Z5020,J3255,
R19 RE. RN. motor 1.6 naftero,H2157,Z5105,J3253,
R19 RNi,H2157,,J3237,
R19 RT,H2125,Z5105,J3255,
R19 RTi,H2157,,J3255,
R21 motor 2.0L Todos,H2120,Z5105,J3252,
R21 TXE.TXE NEVADA motor 2.2L,H2120,Z5105,J3252,
R21 TXIC motor 2.2L ie,H2120,,J3237,
RAMBLER,H2069 , H2122,Z5105,
RENAULT (Continuacion),,,,
SCENIC XRE / XRT naftero motor 1.6,H2127,N1016,J3237,
SCENIC XRE / XRT naftero motor 2.0,H2127,,J3255,
SCENIC RT turbo diesel,H2125,Z5133,J3113,
SCENIC motor 1.9 diesel,H2157,Z5145,J3448 (PA),
SCENIC II 1.9 diesel,H2157,Z5186E,J3593 (PA),
SCENIC 1.6L 16V,H2127,N1016,J3474 (PA),
SCENIC 2.0L 16V,H2127,,,
SCENIC dti,H2127,,,
TORINO motor TORNADO 4 bancadas,H2069 , H2122,Z5105,
TORINO motor 7 bancadas. TSX,H2069,Z5105,J3245,
TWINGO,H2127,,J3346 (PA),
TWINGO D7F 1.1,H2188,,J3460,
CLIO II,H2188,,J3505 (PA),
TWINGO 1.2  16 VALVULAS,H2188,,J3505 (PA),
KANGOO,H2157,Z5186E,J3505 (PA),
KANGOO EXPRESS RL1.6 naftero,H2127,,J3659,
KOLEOS  2.5 Naftero,H2039,,J3441 (PA),
CLIO II KANGOO 1.5 dci,H2157,P5206,J3507 (PA),
CLIO II 1.2 16V,H2188,,J3598 (PA),
SYMBOL 1.5 dci,,,,
SYMBOL 1.6L 1.8 V. 16V,H2127,,J3474 (PA),
SANDERO 1.6,,,J3659,
SANDERO 1.6,,,J3507 (PA),
SANDERO 1.5 dci,H2127,,J3507 (PA),
SENDERO 1.6.  16 Valvula,H2127,N1016,J3474(PA),
ROVER,,,,
214. 216 ie,H2114,,J3389 (PA),
414. 416. 820i,H2116,,J3389 (PA),
416 ie,H2116,,J3390 (PA),
420 SI. 1416 SI,H2114,,,
,,,,
SEAT,,,,
CORDOBA 1.8i. GT 16V. GLX. 2.0 GT,H2086,,,
CORDOBA 1.9 diesel. turbo diesel GLX,H2011,P5165,J3161 (PA) ,
IBIZA 1.8i. 2.0i,H2086,,,
IBIZA 1.9 diesel. turbo diesel CL3. 5 puertas,H2011,,J3161 (PA) ,
TOLEDO 1.6.  1.8.  1.8i 16V.  2.0i.  2.0i 16V,H2086,,,
TOLEDO 1.9 diesel. turbo diesel GLX,H2011,P5165,J3161 (PA) ,
SEAT IBISA 1.9 diesel,H2069,P5165,,
SEAT IBISA 1.9 diesel,T2195,,J3437 (PA),
SEAT TOLEDO tdi,,,J3664 (PA),
SKODA,,,,
FELICIA GLX motor 1.3,H2076,,J3276,
FELICIA SLX motor 1.6ie,H2063,,J3161 (PA) ,
FELICIA 1.9 diesel,H2069,P5136,J3161 (PA) ,
,,,,
SUBARU,,,,
600,H2095,,,
600 AX. 330,H2095,,J3329,
1300.1600 DL. GLF. Coupe. SEDAN ,H2085,,,
IMPREZA GL 1.8i. 2.0DT,H2091,,J3619 (PA),
LEGACY DL. GL 1.8i,H2091,,J3619 (PA),
LEGACY  2.2L,H2091,,,
SVX,H2091,,,
VIVIO,H2039,,,
,,,,
SUZUKI,,,,
BALENO 1.3. 1.6,H2135,,J3415 (PA),
SWIFT 1.0. 1.3ie,H2148,,J3271,
SWIFT 1.0,H2148,,,
SWIFT 1.0. 1.0 ie. GTI,H2135,,,
FUN 1.0,H2159,,J3506 (PA),
,,,,
TOYOTA,,,,
CAMRY,H2146,,,
CARINA,H2146,,,
CELICA 1.6. CARINA 1.6. COROLLA 1.6,H2068,,J3269,
CELICA 2.0. STARLET,H2110,,,
COROLLA 1.8,H2110,,J3267,
COROLLA SE - G1. 8VVT - I16. 16V (134HP),H2146,,,
COROLLA XEI 1.8V VT - I 16V (134HP),H2146,,J3657 (PA),
COROLLA XLI 1.6V VT - I 16V (109HP),H2146,,J3657 (PA),
COROLLA SE - G 1.8L,H2146,,J3657 (PA),
COROLLA. COROLLA LIFT BACK,H2146,,,
CORONA  2.0 GLI,H2146,,J3202 (PA),
CORONA. COROLLA motor 2.0 diesel,H2151,,J3362 (PA),
COROLLA  2.0 TD 16V,H2151,,J3656 (PA),
COROLLA  FIELDER 2.0 TD 16V,H2151,,J3656 (PA),
CRECIDA,H2110,,J3270,
LEXUS,H2146,,,
PASEO,H2146,,,
PREVIA,H2146,,,
SPRINTER 1.8 D,H2151,P5114 (CS),J3202 (PA),
,,,,
VOLKSWAGEN,,,,
CARAT GS. CD 1.8. CD 2.0,H2086,Z5105,J3276,
CROSS FOX tdi,H2190,,J3664 (PA),
CROSS FOX  1.6 naftero,H2190,N1010,J3597 (PA),
ESCARABAJO,,,J3416 (PA),
VOLKSWAGEN (Continuacion),,,,
GACEL GLD.SENDA D  motor diesel 1.6,H2086,P5074 , P5136 ,J3277 (PA)
GACEL. SENDA motor 1.6 y 1.8L - Todos,H2086,Z5105,J3276,
GOL diesel motor 1.6,H2086,P5074 , P5136 ,J3277 (PA)
GOL GL motor CHT 1.6L,H2123,Z5106,J3276,
GOL GL motor VW 1.6,H2086,Z5106,J3276,
GOL GLIie  monopunto motor 1.6,H2086,,J3276,
GOL GLIie multipunto motor 1.6. 1.8. GTI 1.8,H2086,,J3393 (PA),
GOL GTI 2.0,H2086,,J3190 (PA),
GOL1000,H2190,,J3276,
GOL 1000 MI 8V,H2190,,,
GOL GLD 1.9 SD,H2069,P5136,J3393 (PA),
GOL1.9D 8V 64CV,H2069,P5136,J3660 (PA),
GOL COUNTRY 1.6 naftero,H2086,,J3393 (PA),
GOL COUNTRY 1.9D 8V 64CV,H2069,P5136,J3660 (PA),
GOL TREND 1.6,H2190,,J3664 (PA),
GOLF motor G60 1.8i,H2086,,J3414 (PA),
GOLF III GTI 2.0i 16 válvulas (Mexico),H2011,,J3396 (PA),
GOLF III diesel y naftero - Todos (Mexico),H2086,,J3396 (PA),
GOLF IV motor 1.6. 1.8,H2085,,J3437 (PA),
GOLF 1.9 tdi,T2195,P5200,J3437 (PA),
GOLF diesel motor 1.9,,P5165,J3437 (PA),
GOLF IV FORMAT naftero 1.6,H2190,,J3379 (PA),
PASSAT 1.6. 2.0i. 2.0i 16V. 2.8i. VR6. 1.9D. 1.9TD,H2086,,J3414 (PA),
PASSAT 1.9 diesel tdi,H2011,P5165,,
PASSAT Turbo diesel 1.9,H2069,P5200,J3450 (PA),
PASSAT SEDAN  2.8 V6,H2069,,J3450 (PA),
PASSAT 1.8I. 1.8 Turbo,H2085,,J3450 (PA),
POINTER - Todos,H2086,,J3190 (PA),
POLO  1.6. 1.8ie  multipunto - Todos,H2086,,J3161 (PA),
POLO CLASSIC 1.6L inyeccion,H2086,,J3477 (PA),
POLO 1.9 diesel,H2011,P5165,J3161 (PA),
POLO tdi,H2069,,J3161 (PA),
QUANTUM - Todos,H2086,,J3190 (PA),
SURAN 1.6L naftero,H2190,,J3597 (PA),
SURAN 1.9 S Di electronica,T2226,P5214,J3664 (PA),
SURAN 1.6  inyeccion,H2190,,J3664 (PA),
SHARAN naftero,H2190,,J3597 (PA),
SHARAN 1.9 LTDI,T2195,P5165,J3664 (PA),
VW 1500. 1500 RURAL motor 1.5 y 1.8,H2068,Z5105,J3230 , J3149
BORA tdi 1.9 D,T2195,P5200,J3437 (PA),
BORA CONFORTLINE 2.0 i,H2085,N1013,J3437 (PA),
POLO CLASSIC diesel  1.9 SD,H2069,P5165,J3161 (PA),
POLO  tdi,H2069,P5200,J3477 (PA),
GOLF 1.9 tdi,T2195,P5200,J3437 (PA),
FOX 1.6 naftero,H2190,,J3597 (PA),
VENTO 2.5 naftero,,N1001,J3606 (PA),
VENTO 1.9 tdi,T2226,,J3711 (PA),
VENTO 2.0 tdi,T2226,,J3711 (PA),
VOYAGE 1.6,H2190,,J3664 (PA),
TIGUAN naftero 2.0 tsi,,,,
TIGUAN diesel 2.0 tdi,,,,
,,,,
VOLVO,,,,
240. 340. 360. 850,,,J3128 (PA),
244. 245. 264. 265. GL. GLE. GLT,H2068,,J3277 (PA),
6. 2400cc turbo diesel,H2069,P5136,,
6. 2400cc diesel,H2069,P5136,,
760 GLE. 740 GLE,H2068,,,
940,,,J3129 (PA),
,,,,
VARIOS,,,,
DE CARLO,T2045,,,
DI TELLA,T2166,Z5105,J3148 ,
